-0.021289,0,-0.610239,0.021289,0,-0.800721
-0.020933,0,-0.610073,0.020933,0,-0.800887
-0.0205757,0,-0.60991,0.0205757,0,-0.80105
-0.0202172,0,-0.60975,0.0202172,0,-0.80121
-0.0198574,0,-0.609592,0.0198574,0,-0.801368
-0.0194964,0,-0.609438,0.0194964,0,-0.801522
-0.0191342,0,-0.609286,0.0191342,0,-0.801674
-0.0187708,0,-0.609137,0.0187708,0,-0.801823
-0.0184062,0,-0.608991,0.0184062,0,-0.801969
-0.0180405,0,-0.608848,0.0180405,0,-0.802112
-0.0176737,0,-0.608708,0.0176737,0,-0.802252
-0.0173059,0,-0.60857,0.0173059,0,-0.80239
-0.0169369,0,-0.608436,0.0169369,0,-0.802524
-0.0165669,0,-0.608304,0.0165669,0,-0.802656
-0.0161959,0,-0.608176,0.0161959,0,-0.802784
-0.0158238,0,-0.60805,0.0158238,0,-0.80291
-0.0154508,0,-0.607927,0.0154508,0,-0.803033
-0.0150769,0,-0.607807,0.0150769,0,-0.803153
-0.014702,0,-0.60769,0.014702,0,-0.80327
-0.0143262,0,-0.607576,0.0143262,0,-0.803384
-0.0139496,0,-0.607465,0.0139496,0,-0.803495
-0.013572,0,-0.607357,0.013572,0,-0.803603
-0.0131937,0,-0.607252,0.0131937,0,-0.803708
-0.0128145,0,-0.60715,0.0128145,0,-0.80381
-0.0124345,0,-0.607051,0.0124345,0,-0.803909
-0.0120538,0,-0.606955,0.0120538,0,-0.804005
-0.0116723,0,-0.606862,0.0116723,0,-0.804098
-0.0112901,0,-0.606771,0.0112901,0,-0.804189
-0.0109072,0,-0.606684,0.0109072,0,-0.804276
-0.0105236,0,-0.6066,0.0105236,0,-0.80436
-0.0101394,0,-0.606519,0.0101394,0,-0.804441
-0.00975452,0,-0.606441,0.00975452,0,-0.804519
-0.00936907,0,-0.606366,0.00936907,0,-0.804594
-0.00898304,0,-0.606294,0.00898304,0,-0.804666
-0.00859646,0,-0.606225,0.00859646,0,-0.804735
-0.00820934,0,-0.606159,0.00820934,0,-0.804801
-0.00782172,0,-0.606096,0.00782172,0,-0.804864
-0.00743362,0,-0.606036,0.00743362,0,-0.804924
-0.00704506,0,-0.605979,0.00704506,0,-0.804981
-0.00665607,0,-0.605925,0.00665607,0,-0.805035
-0.00626666,0,-0.605874,0.00626666,0,-0.805086
-0.00587687,0,-0.605827,0.00587687,0,-0.805133
-0.00548672,0,-0.605782,0.00548672,0,-0.805178
-0.00509622,0,-0.60574,0.00509622,0,-0.80522
-0.00470542,0,-0.605702,0.00470542,0,-0.805258
-0.00431432,0,-0.605666,0.00431432,0,-0.805294
-0.00392295,0,-0.605634,0.00392295,0,-0.805326
-0.00353135,0,-0.605605,0.00353135,0,-0.805355
-0.00313953,0,-0.605579,0.00313953,0,-0.805381
-0.00274751,0,-0.605556,0.00274751,0,-0.805404
-0.00235532,0,-0.605536,0.00235532,0,-0.805424
-0.00196299,0,-0.605519,0.00196299,0,-0.805441
-0.00157054,0,-0.605505,0.00157054,0,-0.805455
-0.00117799,0,-0.605494,0.00117799,0,-0.805466
-0.000785366,0,-0.605486,0.000785366,0,-0.805474
-0.000392695,0,-0.605482,0.000392695,0,-0.805478
-3.06162e-17,0,-0.60548,3.06162e-17,0,-0.80548
0.000392695,0,-0.605482,-0.000392695,0,-0.805478
0.000785366,0,-0.605486,-0.000785366,0,-0.805474
0.00117799,0,-0.605494,-0.00117799,0,-0.805466
0.00157054,0,-0.605505,-0.00157054,0,-0.805455
0.00196299,0,-0.605519,-0.00196299,0,-0.805441
0.00235532,0,-0.605536,-0.00235532,0,-0.805424
0.00274751,0,-0.605556,-0.00274751,0,-0.805404
0.00313953,0,-0.605579,-0.00313953,0,-0.805381
0.00353135,0,-0.605605,-0.00353135,0,-0.805355
0.00392295,0,-0.605634,-0.00392295,0,-0.805326
0.00431432,0,-0.605666,-0.00431432,0,-0.805294
0.00470542,0,-0.605702,-0.00470542,0,-0.805258
0.00509622,0,-0.60574,-0.00509622,0,-0.80522
0.00548672,0,-0.605782,-0.00548672,0,-0.805178
0.00587687,0,-0.605827,-0.00587687,0,-0.805133
0.00626666,0,-0.605874,-0.00626666,0,-0.805086
0.00665607,0,-0.605925,-0.00665607,0,-0.805035
0.00704506,0,-0.605979,-0.00704506,0,-0.804981
0.00743362,0,-0.606036,-0.00743362,0,-0.804924
0.00782172,0,-0.606096,-0.00782172,0,-0.804864
0.00820934,0,-0.606159,-0.00820934,0,-0.804801
0.00859646,0,-0.606225,-0.00859646,0,-0.804735
0.00898304,0,-0.606294,-0.00898304,0,-0.804666
0.00936907,0,-0.606366,-0.00936907,0,-0.804594
0.00975452,0,-0.606441,-0.00975452,0,-0.804519
0.0101394,0,-0.606519,-0.0101394,0,-0.804441
0.0105236,0,-0.6066,-0.0105236,0,-0.80436
0.0109072,0,-0.606684,-0.0109072,0,-0.804276
0.0112901,0,-0.606771,-0.0112901,0,-0.804189
0.0116723,0,-0.606862,-0.0116723,0,-0.804098
0.0120538,0,-0.606955,-0.0120538,0,-0.804005
0.0124345,0,-0.607051,-0.0124345,0,-0.803909
0.0128145,0,-0.60715,-0.0128145,0,-0.80381
0.0131937,0,-0.607252,-0.0131937,0,-0.803708
0.013572,0,-0.607357,-0.013572,0,-0.803603
0.0139496,0,-0.607465,-0.0139496,0,-0.803495
0.0143262,0,-0.607576,-0.0143262,0,-0.803384
0.014702,0,-0.60769,-0.014702,0,-0.80327
0.0150769,0,-0.607807,-0.0150769,0,-0.803153
0.0154508,0,-0.607927,-0.0154508,0,-0.803033
0.0158238,0,-0.60805,-0.0158238,0,-0.80291
0.0161959,0,-0.608176,-0.0161959,0,-0.802784
0.0165669,0,-0.608304,-0.0165669,0,-0.802656
0.0169369,0,-0.608436,-0.0169369,0,-0.802524
0.0173059,0,-0.60857,-0.0173059,0,-0.80239
0.0176737,0,-0.608708,-0.0176737,0,-0.802252
0.0180405,0,-0.608848,-0.0180405,0,-0.802112
0.0184062,0,-0.608991,-0.0184062,0,-0.801969
0.0187708,0,-0.609137,-0.0187708,0,-0.801823
0.0191342,0,-0.609286,-0.0191342,0,-0.801674
0.0194964,0,-0.609438,-0.0194964,0,-0.801522
0.0198574,0,-0.609592,-0.0198574,0,-0.801368
0.0202172,0,-0.60975,-0.0202172,0,-0.80121
0.0205757,0,-0.60991,-0.0205757,0,-0.80105
0.020933,0,-0.610073,-0.020933,0,-0.800887
0.021289,0,-0.610239,-0.021289,0,-0.800721
0.0216436,0,-0.610407,-0.0216436,0,-0.800553
0.021997,0,-0.610579,-0.021997,0,-0.800381
0.0223489,0,-0.610753,-0.0223489,0,-0.800207
0.0226995,0,-0.61093,-0.0226995,0,-0.80003
0.0230487,0,-0.611109,-0.0230487,0,-0.799851
0.0233965,0,-0.611292,-0.0233965,0,-0.799668
0.0237428,0,-0.611477,-0.0237428,0,-0.799483
0.0240877,0,-0.611665,-0.0240877,0,-0.799295
0.0244311,0,-0.611855,-0.0244311,0,-0.799105
0.0247729,0,-0.612048,-0.0247729,0,-0.798912
0.0251133,0,-0.612244,-0.0251133,0,-0.798716
0.0254521,0,-0.612443,-0.0254521,0,-0.798517
0.0257893,0,-0.612644,-0.0257893,0,-0.798316
0.0261249,0,-0.612848,-0.0261249,0,-0.798112
0.026459,0,-0.613054,-0.026459,0,-0.797906
0.0267913,0,-0.613264,-0.0267913,0,-0.797696
0.0271221,0,-0.613475,-0.0271221,0,-0.797485
0.0274511,0,-0.61369,-0.0274511,0,-0.79727
0.0277785,0,-0.613907,-0.0277785,0,-0.797053
0.0281042,0,-0.614126,-0.0281042,0,-0.796834
0.0284281,0,-0.614348,-0.0284281,0,-0.796612
0.0287503,0,-0.614573,-0.0287503,0,-0.796387
0.0290707,0,-0.6148,-0.0290707,0,-0.79616
0.0293893,0,-0.615029,-0.0293893,0,-0.795931
0.0297061,0,-0.615261,-0.0297061,0,-0.795699
0.030021,0,-0.615496,-0.030021,0,-0.795464
0.0303341,0,-0.615733,-0.0303341,0,-0.795227
0.0306454,0,-0.615972,-0.0306454,0,-0.794988
0.0309547,0,-0.616214,-0.0309547,0,-0.794746
0.0312621,0,-0.616458,-0.0312621,0,-0.794502
0.0315676,0,-0.616705,-0.0315676,0,-0.794255
0.0318712,0,-0.616954,-0.0318712,0,-0.794006
0.0321728,0,-0.617206,-0.0321728,0,-0.793754
0.0324724,0,-0.61746,-0.0324724,0,-0.7935
0.03277,0,-0.617716,-0.03277,0,-0.793244
0.0330656,0,-0.617974,-0.0330656,0,-0.792986
0.0333591,0,-0.618235,-0.0333591,0,-0.792725
0.0336506,0,-0.618498,-0.0336506,0,-0.792462
0.03394,0,-0.618764,-0.03394,0,-0.792196
0.0342274,0,-0.619032,-0.0342274,0,-0.791928
0.0345126,0,-0.619302,-0.0345126,0,-0.791658
0.0347956,0,-0.619574,-0.0347956,0,-0.791386
0.0350766,0,-0.619848,-0.0350766,0,-0.791112
